Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Terminated Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude,Area,Reg year
Toronto,Toronto C01,Niagara,2348,,22,522,20,Joe Shuster,20 Joe Shuster Way 522‚ Toronto,M6K 0A3,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,,TER,Nw,Y,1,Owned,"Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",674.87,2365.27,C8244780,4/17/2024,599000,599000,599000,,,,,17,Mpac 720Sq Feet,,5/4/2024,,,RE/MAX CROSSROADS REALTY INC.,4/17/2024,,5/4/2024,"20 Joe Shuster st, Toronto, ON, Canada","20 Joe Shuster Way, Toronto, ON M6K 0A3, Canada",43.640128,-79.4243082,730,2013
Toronto,Toronto C01,Waterfront Communities C1,2835,,5,2005,330,Richmond,330 Richmond St W 2005‚ Toronto,M5V 1X2,0,,0,0,1,Open,Condo Apt‚ Bachelor/Studio,0-499,,Sold,Sw,Y,0,Owned,"Concierge, Exercise Room, Party/Meeting Room",281.29,1705.6,C8078440,2/20/2024,479000,438880,438880,438880,100,4/24/2024,7/17/2024,64,Builder,,,,,RE/MAX HALLMARK REALTY LTD.,2/20/2024,"KELLER WILLIAMS CO-ELEVATION REALTY, BROKERAGE",5/4/2024,"330 Richmond st, Toronto, ON, Canada","330 Richmond St W, Toronto, ON M5V 1X2, Canada",43.6489309,-79.3927925,329,
Toronto,Toronto C01,Waterfront Communities C1,2301,,10,1711,21,Iceboat,21 Iceboat Terr 1711‚ Toronto,M5V 4A9,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,500-599,,SUS,Nw,,0,,"Bus Ctr (Wifi Bldg), Concierge, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",450,2000,C8206088,4/5/2024,588800,588800,588800,,,,,30,Builder,5/5/2024,,763010604,1.90E+14,5I5J REALTY INC.,4/5/2024,,5/5/2024,"21 Iceboat st, Toronto, ON, Canada","21 Iceboat Terr, Toronto, ON M5V 4A9, Canada",43.6404981,-79.3974313,589,2013
Toronto,Toronto C01,Waterfront Communities C1,2250,,18,318,478,King,478 King St W 318‚ Toronto,M5V 0A8,0,,0,0,1,Terr,Condo Apt‚ Bachelor/Studio,0-499,,TER,N,,0,,"Concierge, Exercise Room, Guest Suites, Gym, Media Room, Party/Meeting Room",278.24,1572.4,C8212038,4/8/2024,499999,499999,499999,,,,,29,Previous Listing,,5/7/2024,,,RE/MAX ULTIMATE REALTY INC.,4/8/2024,,5/7/2024,"478 King st, Toronto, ON, Canada","478 King St W, Toronto, ON M5V 0A8, Canada",43.6454454,-79.3960975,350,2012
Toronto,Toronto C01,Waterfront Communities C1,2180,,6,2606,215,Fort York,215 Fort York Blvd 2606‚ Toronto,M5V 4A2,0,,0,0,1,Jlte,Condo Apt‚ Apartment,0-499,,TER,Sw,,0,,"Concierge, Gym, Indoor Pool, Recreation Room, Visitor Parking",294.44,1393,C8249190,4/18/2024,498000,498000,498000,,,,,20,As Per Builder Floor Plan,,5/8/2024,,,LOYALTY REAL ESTATE,4/18/2024,,5/8/2024,"215 Fort York st, Toronto, ON, Canada","215 Fort York Blvd, Toronto, ON M5V 4A2, Canada",43.6366434,-79.4046054,375,2011
Toronto,Toronto C01,Waterfront Communities C1,2718,,6,2307,215,Queen,215 Queen St W 2307‚ Toronto,M5A 1S2,0,,0,0,1,Open,Condo Apt‚ Apartment,0-499,0-5,TER,N,,0,Owned,,338.64,1765.63,C8173394,3/26/2024,444900,444900,444900,,,,,41,Builder,,5/6/2024,767180240,1.90E+14,KELLER WILLIAMS PORTFOLIO REALTY,3/26/2024,,5/6/2024,"215 Queen st, Toronto, ON, Canada","215 Queen St W, Toronto, ON M5V 0P5, Canada",43.6504277,-79.3877847,276,
Toronto,Toronto C01,Waterfront Communities C1,0,543 Richmond Residences At Portland,7,307,543,Richmond,543 Richmond St W 307‚ Toronto,M5V 1Y6,0,,0,0,1,Jlte,Condo Apt‚ Apartment,0-499,New,SUS,N,,0,,"Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",299.77,0,C7291166,11/10/2023,519990,519990,519990,,,,,176,435 As Per Builder,5/4/2024,,,,HARLOWE REALTY CORPORATION,11/10/2023,,5/4/2024,"543 Richmond st, Toronto, ON, Canada","543 Richmond St W, Toronto, ON M5V 1Y6, Canada",43.6466334,-79.4016919,470,
Toronto,Toronto C01,Waterfront Communities C1,2718,,7,2408,215,Queen,215 Queen St W 2408‚ Toronto,M5V 0P5,2,,2,2,1,Open,Condo Apt‚ Apartment,500-599,,EXP,Ne,,0,,"Bike Storage, Concierge, Exercise Room, Gym, Recreation Room",574.03,3385,C8093774,2/26/2024,699000,699000,699000,,,,,64,As Per Builder's Plan,,,,,LANDSTARS 360 REALTY INC.,2/26/2024,,5/1/2024,"215 Queen st, Toronto, ON, Canada","215 Queen St W, Toronto, ON M5V 0P5, Canada",43.6504277,-79.3877847,,
Toronto,Toronto C01,Waterfront Communities C1,2718,Smart House Condos,9,2410,215,Queen,215 Queen St W 2410‚ Toronto,M5A 1S2,1,,1,1,1,Open,Condo Apt‚ Apartment,0-499,,Sold,E,,0,Owned,"Bike Storage, Concierge, Exercise Room, Gym, Party/Meeting Room",405.39,2072,C8254004,4/20/2024,505000,500000,505000,500000,99,5/3/2024,5/31/2024,13,370 Sq Ft + 41 Sq Ft Balcony Per Builder,,,,,BAY STREET GROUP INC.,4/20/2024,"COLDWELL BANKER THE REAL ESTATE CENTRE, BROKERAGE",5/7/2024,"215 Queen st, Toronto, ON, Canada","215 Queen St W, Toronto, ON M5V 0P5, Canada",43.6504277,-79.3877847,326,
Toronto,Toronto C01,Waterfront Communities C1,186,,806,806,18,Yonge,18 Yonge St 806‚ Toronto,M5E 1Z8,1,,1,1,1,Open,Condo Apt‚ Multi-Level,600-699,,SUS,E,,0,,,356.17,2053,C8183210,3/29/2024,590000,540000,540000,,,,,36,Mapc,5/4/2024,,128630516,1.90E+14,CENTURY 21 PEOPLE`S CHOICE REALTY INC.,3/29/2024,,5/4/2024,"18 Yonge st, Toronto, ON, Canada","18 Yonge St, Toronto, ON M5E 1Z8, Canada",43.6446048,-79.3765047,600,2007
Toronto,Toronto C01,Waterfront Communities C1,1549,Icon 2,19,544,250,Wellington,250 Wellington St W 544‚ Toronto,M5V 3P6,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,500-599,,Sold,N,,0,,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",569.08,2099,C8262524,4/23/2024,498000,540544,498000,540544,109,4/29/2024,6/28/2024,6,588 Sqft As Per Mpac,,,,1.90E+14,RE/MAX HALLMARK REALTY LTD.,4/23/2024,"INTRALAND REALTY LTD., BROKERAGE",5/5/2024,"250 Wellington st, Toronto, ON, Canada","250 Wellington St W, Toronto, ON M5V 3P6, Canada",43.6450815,-79.3907808,524,
Toronto,Toronto C01,Waterfront Communities C1,2718,Smart House,5,606,215,Queen,215 Queen St W 606‚ Toronto,M5V 0P5,1,,1,1,1,Open,Condo Apt‚ Apartment,0-499,0-5,SUS,N,,0,Owned,"Bike Storage, Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room",384.85,1898.89,C7266728,11/2/2023,529000,529000,529000,,,,,188,Builder Floor Plan,5/6/2024,,767180022,1.90E+14,REAL ESTATE BAY REALTY,10/31/2023,,5/6/2024,"215 Queen st, Toronto, ON, Canada","215 Queen St W, Toronto, ON M5V 0P5, Canada",43.6504277,-79.3877847,309,
Toronto,Toronto C01,Waterfront Communities C1,2090,,8,2109,25,Capreol,25 Capreol Crt 2109‚ Toronto,M5V 3Z7,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,,TER,Sw,Y,1,,"Bbqs Allowed, Car Wash, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room",710.59,2964.4,C8238336,4/16/2024,915000,915000,915000,,,,,15,838+152Sf Per Floor Plan,,5/1/2024,130900719,1.90E+14,RE/MAX REALTRON REALTY INC.,4/16/2024,,5/1/2024,"25 Capreol st, Toronto, ON, Canada","25 Capreol Ct, Toronto, ON M5V 3Z7, Canada",43.6407223,-79.3957091,838,
Toronto,Toronto C01,Waterfront Communities C1,2832,,18,1806,50,Ordnance,50 Ordnance St 1806‚ Toronto,M6K 0C9,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,0-5,Sold,N,Y,1,,"Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",432.01,2232.01,C8245934,4/18/2024,499000,585000,499000,585000,117,5/8/2024,6/14/2024,20,Floor Plan,,,,1.90E+14,RE/MAX COMMUNITY REALTY INC.,4/18/2024,"IPRO REALTY LTD., BROKERAGE",5/8/2024,"50 Ordnance st, Toronto, ON, Canada","50 Ordnance St, Toronto, ON M6K 0C9, Canada",43.6396981,-79.4097181,,
Toronto,Toronto C01,Waterfront Communities C1,1549,Icon Ii,5,530,250,Wellington,250 Wellington St W 530‚ Toronto,M5V 3P6,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,500-599,,Sold,N,Y,1,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",609.33,2310,C8235164,4/15/2024,569000,555000,569000,555000,98,4/26/2024,6/3/2024,11,Mpac - 588,,,125490390,1.90E+14,SAGE REAL ESTATE LIMITED,4/15/2024,"HOMELIFE BROADWAY REALTY INC., BROKERAGE",5/3/2024,"250 Wellington st, Toronto, ON, Canada","250 Wellington St W, Toronto, ON M5V 3P6, Canada",43.6450815,-79.3907808,588,
Toronto,Toronto C01,Waterfront Communities C1,2307,Garrison Of Fort York,15,515,169,Fort York,169 Fort York Blvd 515‚ Toronto,M5V 0C8,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,S,Y,1,Owned,,448.63,2205.3,C8150506,3/18/2024,589900,589900,589900,,,,,45,Floor Plan,,5/2/2024,763070100,1.90E+14,ROYAL LEPAGE SIGNATURE REALTY,3/18/2024,,5/3/2024,"169 Fort York st, Toronto, ON, Canada","169 Fort York Blvd, Toronto, ON M5V 0C8, Canada",43.6384989,-79.4009491,661,
Toronto,Toronto C01,Waterfront Communities C1,0,,28,2828,28,Widmer,28 Widmer St 2828‚ Toronto,M5V 2E7,2,,2,2,2,Encl,Condo Apt‚ Apartment,700-799,New,TER,N,,0,,,0,0,C8132746,3/11/2024,999900,1099900,1099900,,,,,52,Floor Plan,,5/2/2024,,,ROYAL LEPAGE CERTIFIED REALTY,3/11/2024,,5/2/2024,"28 Widmer st, Toronto, ON, Canada","28 Widmer St, Toronto, ON M5V 2E7, Canada",43.6472429,-79.3917842,,
Toronto,Toronto C01,Waterfront Communities C1,2419,,2,1402,295,Adelaide,295 Adelaide St W 1402‚ Toronto,M5V 0L4,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,,TER,Nw,Y,1,Owned,,649.21,3585,C8248192,4/18/2024,800000,890000,890000,,,,,13,As Per Builder Plans,,5/1/2024,,,PROPERTY.CA INC.,4/18/2024,,5/1/2024,"295 Adelaide st, Toronto, ON, Canada","295 Adelaide St W, Toronto, ON M5V 0L4, Canada",43.6476752,-79.390532,780,2014
Toronto,Toronto C01,Kensington-Chinatown,2551,,3,# 1503,297,College,297 College St # 1503‚ Toronto,M5T 0C2,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,,Sold,Ne,Y,1,,"Concierge, Guest Suites, Gym, Media Room, Party/Meeting Room, Recreation Room",751.1,3611,C8218916,4/9/2024,849000,820888,849000,820888,97,4/30/2024,6/3/2024,21,Floor Plan,,,765510082,1.90E+14,RE/MAX CONDOS PLUS CORPORATION,4/9/2024,"SVS REALTY INC., BROKERAGE",5/2/2024,"297 College st, Toronto, ON, Canada","297 College St, Toronto, ON M5T 0C2, Canada",43.6575255,-79.4015589,722,2016
Toronto,Toronto C01,Waterfront Communities C1,2573,Studio 2,4,3904,30,Nelson,30 Nelson St 3904‚ Toronto,M5V 0H5,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,1200-1399,,EXP,S,Y,2,Owned,"Concierge, Exercise Room, Gym, Media Room, Rooftop Deck/Garden",1168.7,6849.29,C7256976,10/30/2023,1599000,1599000,1599000,,,,,183,1275Sf - Builder Floor Plan,,,765730401,1.90E+14,SUTTON GROUP-ADMIRAL REALTY INC.,10/30/2023,,5/1/2024,"30 Nelson st, Toronto, ON, Canada","30 Nelson St, Toronto, ON M5V 0H5, Canada",43.6490377,-79.3884119,1275,
Toronto,Toronto C01,Waterfront Communities C1,2338,,12,3712,300,Front,300 Front St W 3712‚ Toronto,M5V 0E9,2,1,2+1,3,2,Open,Condo Apt‚ Apartment,900-999,,Sold,Sw,Y,1,Owned,"Concierge, Guest Suites, Gym, Media Room, Party/Meeting Room, Visitor Parking",758.7,4657.25,C8234562,4/15/2024,1000000,1125888,1000000,1125888,113,5/1/2024,6/26/2024,16,As Per Builder,,,,,HOMELIFE LANDMARK REALTY INC.,4/15/2024,"RE/MAX GOLD REALTY INC., BROKERAGE",5/2/2024,"300 Front st, Toronto, ON, Canada","300 Front St W, Toronto, ON M5V 0E9, Canada",43.6441279,-79.3894049,988,2013
Toronto,Toronto C01,Waterfront Communities C1,2313,,706,706,32,Camden,32 Camden St 706‚ Toronto,M5V 0G4,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,Sold,N,,0,,,460,2200,C8183092,3/29/2024,559000,530000,559000,530000,95,5/6/2024,6/20/2024,38,Mpac,,,,,REAL BROKER ONTARIO LTD.,3/29/2024,"AIMHOME REALTY INC., BROKERAGE",5/7/2024,"32 Camden st, Toronto, ON, Canada","32 Camden St, Toronto, ON M5V 1V1, Canada",43.6472244,-79.397228,522,2013
Toronto,Toronto C01,Waterfront Communities C1,1438,,4,1201,373,Front,373 Front St W 1201‚ Toronto,M5V 3R7,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,N,Y,1,,"Gym, Indoor Pool, Party/Meeting Room, Recreation Room",552.15,2125.41,C8181184,3/28/2024,649000,628000,628000,,,,,36,Builder,,5/2/2024,,,LIVING REALTY INC.,3/27/2024,,5/2/2024,"373 Front st, Toronto, ON, Canada","373 Front St W, Toronto, ON M5V 3R7, Canada",43.6429328,-79.3921472,618,
Toronto,Toronto C01,Waterfront Communities C1,1438,,9,307,373,Front,373 Front St W 307‚ Toronto,M5V 3R7,2,2,2+2,4,2,Open,Condo Apt‚ Apartment,900-999,16-30,EXP,Se,Y,1,Owned,,850.48,3058.2,C7372372,1/2/2024,1055000,1055000,1055000,,,,,119,As Per Builder.,,,124380138,1.90E+14,CENTURY 21 LEADING EDGE REALTY INC.,1/2/2024,,5/1/2024,"373 Front st, Toronto, ON, Canada","373 Front St W, Toronto, ON M5V 3R7, Canada",43.6429328,-79.3921472,,
Toronto,Toronto C01,Niagara,2872,,21,221,38,Iannuzzi,38 Iannuzzi St 221‚ Toronto,M5V 0S2,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,S,Y,1,Owned,,540.29,2911.6,C8207440,4/5/2024,775999,699000,699000,,,,,25,As Per Builder,,4/29/2024,768720007,1.90E+14,KELLER WILLIAMS REFERRED URBAN REALTY,4/4/2024,,5/1/2024,"38 Iannuzzi st, Toronto, ON, Canada","38 Iannuzzi St, Toronto, ON M5V 0S2, Canada",43.6371716,-79.4014302,675,
Toronto,Toronto C01,Bay Street Corridor,2421,Aura Condo,4,1004,386,Yonge,386 Yonge St 1004‚ Toronto,M5B 0A5,2,,2,2,2,,Condo Apt‚ Apartment,800-899,,TER,E,,1,Owned,"Bbqs Allowed, Concierge, Games Room, Gym, Party/Meeting Room, Rooftop Deck/Garden",744.1,4497.35,C8140360,3/14/2024,950000,950000,950000,,,,,48,Builder's Plan,,5/1/2024,764210131,1.90E+14,RETREND REALTY LTD,3/14/2024,,5/1/2024,"386 Yonge st, Toronto, ON, Canada","386 Yonge St, Toronto, ON M5B 0A5, Canada",43.6591107,-79.3836104,820,
Toronto,Toronto C01,Bay Street Corridor,2421,Aura Building,13,2513,386,Yonge,386 Yonge St 2513‚ Toronto,M5B 0A5,2,,2,2,1,Open,Condo Apt‚ Apartment,700-799,,EXP,W,,0,,"Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room",530,3597,C8067232,2/14/2024,799000,898000,898000,,,,,76,As Per Mpac,,,764210558,1.90E+14,RIGHT AT HOME REALTY,2/14/2024,,5/1/2024,"386 Yonge st, Toronto, ON, Canada","386 Yonge St, Toronto, ON M5B 0A5, Canada",43.6591107,-79.3836104,,
Toronto,Toronto C01,Bay Street Corridor,2421,Aura,4,4004,386,Yonge,386 Yonge St 4004‚ Toronto,M5B 0A5,2,,2,2,2,Open,Condo Apt‚ Apartment,800-899,,Sold,E,Y,1,Ensuite,"Bbqs Allowed, Bike Storage, Concierge, Guest Suites, Recreation Room, Rooftop Deck/Garden",772.51,4530.67,C8209248,4/5/2024,799900,900000,928800,900000,97,5/2/2024,5/30/2024,27,As Per Previous Listing,,,,,HOMELIFE LANDMARK REALTY INC.,4/5/2024,"THE CONDO STORE REALTY INC., BROKERAGE",5/2/2024,"386 Yonge st, Toronto, ON, Canada","386 Yonge St, Toronto, ON M5B 0A5, Canada",43.6591107,-79.3836104,820,
Toronto,Toronto C01,Niagara,1978,,23,423,43,Hanna,43 Hanna Ave 423‚ Toronto,M6K 1X1,3,,3,3,4,Terr,Condo Apt‚ Loft,3000-3249,,TER,S,Y,2,Exclusive,"Bbqs Allowed, Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Rooftop Deck/Garden, Visitor Parking",1102,11046,C8025138,1/26/2024,3480000,3480000,3480000,,,,,97,Floor Plan,,5/2/2024,,,RE/MAX HALLMARK REALTY LTD.,1/26/2024,,5/2/2024,"43 Hanna st, Toronto, ON, Canada","43 Hanna Ave, Toronto, ON M6K 1X1, Canada",43.6391599,-79.41919,3200,2008
Toronto,Toronto C01,Niagara,2859,,3,2503,49,East Liberty,49 East Liberty St 2503‚ Toronto,M6K 0B2,3,1,3+1,4,2,Open,Condo Apt‚ Apartment,800-899,0-5,TER,Sw,Y,1,Owned,"Bike Storage, Concierge, Exercise Room, Gym, Outdoor Pool",606.91,3464.6,C8147676,3/16/2024,968000,968000,968000,,,,,47,836,,5/2/2024,768590378,1.90E+14,RE/MAX ULTIMATE REALTY INC.,3/16/2024,,5/2/2024,"49 East Liberty st, Toronto, ON, Canada","49 E Liberty St, Toronto, ON M6K 0B2, Canada",43.63883,-79.411635,813,
Toronto,Toronto C01,Niagara,2832,,4,3304,50,Ordnance,50 Ordnance St 3304‚ Toronto,M6K 0C9,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,0-5,SUS,Sw,,0,,"Concierge, Guest Suites, Gym, Outdoor Pool, Visitor Parking",423.78,2145.4,C8073708,2/16/2024,589999,589999,589999,,,,,78,As Per Builder,5/4/2024,,,,CENTURY 21 KING`S QUAY REAL ESTATE INC.,2/16/2024,,5/4/2024,"50 Ordnance st, Toronto, ON, Canada","50 Ordnance St, Toronto, ON M6K 0C9, Canada",43.6396981,-79.4097181,549,
Toronto,Toronto C01,Niagara,2495,51 East Liberty Toronto Ontario,8,1108,51,East Liberty,51 East Liberty St 1108‚ Toronto,M6K 3P8,1,1,1+1,2,2,Open,Condo Apt‚ Apartment,600-699,,EXP,Se,,1,Owned,Visitor Parking,470.94,2931.6,C8042932,2/3/2024,699000,770000,770000,,,,,89,678 Sqft,,,,,HOMELIFE/MIRACLE REALTY LTD,2/2/2024,,5/2/2024,"51 East Liberty st, Toronto, ON, Canada","51 E Liberty St, Toronto, ON M6K 3P8, Canada",43.6387841,-79.4120144,690,2015
Toronto,Toronto C01,Waterfront Communities C1,2593,Musee Condos,11,1518,525,Adelaide,525 Adelaide St 1518‚ Toronto,M5V 0N7,1,1,1+1,2,2,Open,Condo Apt‚ Apartment,700-799,,EXP,S,Y,1,Owned,"Concierge, Guest Suites, Gym, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",435.71,2477.2,C7354454,12/13/2023,888000,888000,888000,,,,,142,Mpac,,,,,SPECTRUM REALTY SERVICES INC.,12/10/2023,,5/1/2024,"525 Adelaide st, Toronto, ON, Canada","525 Adelaide St W, Toronto, ON M5V 0N7, Canada",43.6452177,-79.4023557,749,2017
Toronto,Toronto C01,Waterfront Communities C1,0,543 Richmond Residences At Portland,23,923,543,Richmond,543 Richmond St W 923‚ Toronto,M5V 1Y6,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,500-599,New,TER,E,,0,,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",350.9,0,C8115864,3/5/2024,668000,638000,638000,,,,,56,520 As Per Builder,,4/30/2024,,,HARLOWE REALTY CORPORATION,3/5/2024,,5/2/2024,"543 Richmond st, Toronto, ON, Canada","543 Richmond St W, Toronto, ON M5V 1Y6, Canada",43.6466334,-79.4016919,550,
Toronto,Toronto C01,Waterfront Communities C1,2203,,925,925,560,Front,560 Front St 925‚ Toronto,M5V 1C1,1,,1,1,1,,Condo Apt‚ Apartment,500-599,,TER,E,,0,,,429.47,2098.76,C8223696,4/11/2024,549900,549900,549900,,,,,21,Mpac,,5/2/2024,,,HOMELIFE EAGLE REALTY INC.,4/11/2024,,5/2/2024,"560 Front st, Toronto, ON, Canada","560 Front St W, Toronto, ON M5V 1C1, Canada",43.641295,-79.4000147,550,2011
Toronto,Toronto C01,Waterfront Communities C1,2203,,17,1026,560,Front,560 Front St W 1026‚ Toronto,M5V 1C1,1,,1,1,1,,Condo Apt‚ Apartment,500-599,,Sold,Ne,,0,Owned,"Concierge, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",427.56,2139,C8272390,4/25/2024,498000,500000,498000,500000,100,5/6/2024,6/17/2024,11,"555 Sqft, Previous Listing",,,762030265,1.90E+14,HOMELIFE FRONTIER REALTY INC.,4/25/2024,"HOMELIFE FRONTIER REALTY INC., BROKERAGE",5/8/2024,"560 Front st, Toronto, ON, Canada","560 Front St W, Toronto, ON M5V 1C1, Canada",43.641295,-79.4000147,544,2011
Toronto,Toronto C01,Waterfront Communities C1,2510,,7,6407,14,York,14 York St 6407‚ Toronto,M5J 0B1,1,,1,1,1,Jlte,Condo Apt‚ Apartment,500-599,,TER,W,,0,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna",461.98,2745.05,C8253372,4/19/2024,599000,599000,599000,,,,,17,Builder,,5/6/2024,765101314,1.90E+14,RIGHT AT HOME REALTY,4/19/2024,,5/6/2024,"14 York st, Toronto, ON, Canada","14 York St, Toronto, ON M5J 0B1, Canada",43.6419657,-79.3815389,,
Toronto,Toronto C01,Waterfront Communities C1,2016,,5,1806,25,Telegram,25 Telegram Mews 1806‚ Toronto,M5V 3Z1,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,500-599,,Sold,Se,,0,,"Concierge, Gym, Indoor Pool, Media Room, Party/Meeting Room, Rooftop Deck/Garden",376.26,2508.78,C8249122,4/18/2024,539900,599900,539900,599900,111,5/2/2024,5/17/2024,14,590 Sq Ft Mpac,,,130160176,1.90E+14,ROYAL LEPAGE SIGNATURE REALTY,4/18/2024,"CENTURY 21 REGAL REALTY INC., BROKERAGE",5/4/2024,"25 Telegram st, Toronto, ON, Canada","25 Telegram Mews, Toronto, ON M5V 3Z1, Canada",43.6411466,-79.3942468,595,
Toronto,Toronto C01,Niagara,2322,King West Condos At Liberty Village,69,705,85,East Liberty,85 East Liberty St 705‚ Toronto,M6K 3R4,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,TER,S,,0,Owned,"Concierge, Games Room, Guest Suites, Gym, Indoor Pool, Visitor Parking",404.56,1918.8,C8214440,4/8/2024,599900,599900,599900,,,,,30,Builder Plan,,5/8/2024,763220955,1.90E+14,EXP REALTY,4/8/2024,,5/8/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672,531,
Toronto,Toronto C01,Niagara,2424,Dna 3,56,356,1030,King,1030 King St W 356‚ Toronto,M6K 3N3,1,1,1+1,2,1,Open,Condo Apt‚ Apartment,500-599,,Sold,N,,0,,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",337.27,2085.4,C8214032,4/8/2024,599000,600000,615000,600000,98,5/4/2024,6/10/2024,26,Builders Plans,,,,,CENTURY 21 ATRIA REALTY INC.,4/8/2024,"ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",5/7/2024,"1030 King st, Toronto, ON, Canada","1030 King St W, Toronto, ON M6K 0B4, Canada",43.6415878,-79.415938,503,2015
Toronto,Toronto C01,Waterfront Communities C1,3008,Peter & Adelaide,8,4209,108,Peter,108 Peter St 4209‚ Toronto,M5V 0W2,1,,1,1,1,Open,Condo Apt‚ Apartment,0-499,New,TER,S,,0,,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",231.07,0,C8152008,3/18/2024,619000,619000,619000,,,,,51,Builder Plans,,5/8/2024,,,CENTURY 21 MYPRO REALTY,3/18/2024,,5/8/2024,"108 Peter st, Toronto, ON, Canada","108 Peter St, Toronto, ON M5V 0W2, Canada",43.6476915,-79.3933074,499,
Toronto,Toronto C01,Bay Street Corridor,794,Polo Ii,15,617,44,St Joseph,44 St Joseph St 617‚ Toronto,M4Y 2W4,1,1,1+1,2,1,,Condo Apt‚ Apartment,600-699,,TER,W,,0,,"Bbqs Allowed, Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room",659.4,2458.55,C8131256,3/11/2024,630000,630000,630000,,,,,58,676 Sf As Per Property Management,,5/8/2024,117940035,1.90E+14,HOMELIFE REGIONAL REALTY LTD.,3/11/2024,,5/8/2024,"44 St Joseph st, Toronto, ON, Canada","44 St Joseph St, North York, ON M4Y 2W4, Canada",43.6659641,-79.3874079,670,
Toronto,Toronto C01,Niagara,2322,Liberty Lakeview Towers,46,303,85,East Liberty,85 East Liberty St 303‚ Toronto,M6K 3R4,1,,1,1,1,Open,Condo Apt‚ Apartment,600-699,,TER,W,Y,1,Exclusive,"Concierge, Games Room, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",514.47,2238.6,C8193226,4/2/2024,635000,635000,635000,,,,,35,Public Records,,5/7/2024,763220543,1.90E+14,KELLER WILLIAMS REAL ESTATE ASSOCIATES,4/2/2024,,5/7/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672,613,
