Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Suspended Entry Date,Terminated Date,Terminated Entry Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date
Toronto,Toronto C04,Bedford Park-Nortown,916,,2,710,268,Ridley,268 Ridley Blvd 710 Toronto,M5M 4N3,1,1,1 + 1,2,1,,Condo Apt Apartment,700-799,,TER,Ne,Y,2,Owned,"Exercise Room, Outdoor Pool, Party/Meeting Room, Sauna, Security Guard, Visitor Parking",755.65,1992.16,C7276974,11/6/2023,569000,559000,559000,,,,,63,Floor Plan,,,1/8/2024,1/8/2024,119160052,1.91E+14,RE/MAX HALLMARK REALTY LTD.,11/6/2023,,1/8/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,,9,1509,120,Varna,120 Varna Dr 1509 Toronto,M6A 2M1,1,1,1 + 1,2,1,Open,Condo Apt Apartment,0-499,0-5,TER,S,Y,1,Owned,,444.39,1912.21,C8210276,4/6/2024,560000,560000,560000,,,,,26,Builder's Plan,,,5/2/2024,5/2/2024,769370300,1.91E+14,ROYAL LEPAGE NEW CONCEPT,4/6/2024,,5/2/2024
Toronto,Toronto C04,Englemount-Lawrence,2395,Cranbrooke Village Condos,19,519,35,Saranac,35 Saranac Blvd 519 Toronto,M6A 2G4,1,1,1 + 1,2,1,Open,Condo Apt Apartment,600-699,,Sold,Se,Y,1,,"Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden",427.57,2234.94,C7353486,12/12/2023,569900,563000,569900,563000,99,1/2/2024,2/22/2024,21,Per Seller,,,,,763950135,1.91E+14,RE/MAX REALTRON REALTY INC.,12/12/2023,"WELCOME HOME REALTY INC., BROKERAGE",1/5/2024
Toronto,Toronto C04,Englemount-Lawrence,67,,6,1206,130,Neptune,130 Neptune Dr 1206 Toronto,M6A 1X5,2,,2,2,2,Open,Condo Apt Apartment,1000-1199,,Sold,N,Y,1,Exclusive,"Exercise Room, Outdoor Pool, Party/Meeting Room, Visitor Parking",819.6,1539.1,C8223338,4/11/2024,549900,570000,549900,570000,104,4/27/2024,6/27/2024,16,Mpac,,,,,,,ROYAL HOMES AND CONDOS REALTY,4/11/2024,"HERSH REALTY GROUP INC., BROKERAGE",4/29/2024
Toronto,Toronto C04,Englemount-Lawrence,67,,6,1006,130,Neptune,130 Neptune Dr 1006 Toronto,M6A 1X5,2,,2,2,2,Open,Condo Apt Apartment,1000-1199,,Sold,N,Y,1,Exclusive,"Gym, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking",819.6,1552.41,C8034932,1/31/2024,549900,578000,549900,578000,105,2/7/2024,3/19/2024,7,Mpac,,,,,,1.91E+14,ROYAL HOMES AND CONDOS REALTY,1/31/2024,"PROPERTY.CA INC., BROKERAGE",2/14/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,The Yorkdale Condo 2,1,1101,120,Varna,120 Varna Dr 1101 Toronto,M6A 1N3,2,,2,2,1,Open,Condo Apt Apartment,600-699,0-5,Sold,Sw,Y,1,Owned,"Concierge, Exercise Room, Gym, Party/Meeting Room, Visitor Parking",540.01,2301.12,C7321538,11/24/2023,588000,580000,588000,580000,99,2/13/2024,3/25/2024,81,As Per Seller,,,,,769370208,1.91E+14,ROYAL LEPAGE NEW CONCEPT,11/24/2023,"SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",2/13/2024
Toronto,Toronto C04,Englemount-Lawrence,222,,5,405,150,Neptune,150 Neptune Dr 405 Toronto,M6A 2Y9,3,1,3 + 1,4,2,Open,Condo Apt Apartment,1200-1399,,Sold,S,Y,1,Exclusive,"Outdoor Pool, Recreation Room, Sauna, Security System, Squash/Racquet Court, Tennis Court",1364.5,1510,C7403766,1/16/2024,599900,596000,599900,596000,99,1/24/2024,5/9/2024,8,1300,,,,,,1.91E+14,SUTTON GROUP-ADMIRAL REALTY INC.,1/16/2024,"RE/MAX REALTRON REALTY INC., BROKERAGE",2/5/2024
Toronto,Toronto C04,Forest Hill North,2383,,4,104,740,Eglinton,740 Eglinton Ave W 104 Toronto,M5N 1C4,2,,2,2,1,Open,Condo Apt Apartment,900-999,,SUS,Se,,0,,Bbqs Allowed,877.59,2431.9,C7333128,11/30/2023,599900,599900,599900,,,,,60,999,1/29/2024,1/29/2024,,,763830004,1.90E+14,INTERCITY REALTY INC.,11/30/2023,,1/29/2024
Toronto,Toronto C04,Lawrence Park South,1689,,37,410,455,Rosewell,455 Rosewell Ave 410 Toronto,M4R 2H9,1,,1,1,1,Open,Condo Apt Apartment,600-699,,Sold,W,Y,1,Owned,"Bike Storage, Concierge, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",618.33,2431.9,C8069380,2/15/2024,599999,608000,599999,608000,101,3/18/2024,5/14/2024,32,654 Sq Ft Mpac,,,,,,,ROYAL LEPAGE SIGNATURE REALTY,2/15/2024,"PROPERTY.CA INC., BROKERAGE",3/18/2024
Toronto,Toronto C04,Lawrence Park South,1689,,17,507,481,Rosewell,481 Rosewell Ave 507 Toronto,M4R 2J1,1,,1,1,1,Open,Condo Apt Apartment,600-699,,Sold,Sw,Y,1,Exclusive,,571.56,2391.92,C8153370,3/19/2024,609900,609900,609900,609900,100,3/19/2024,5/16/2024,1,Previous Listing,,,,,126890267,1.90E+14,RIGHT AT HOME REALTY,3/18/2024,"CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",4/2/2024
Toronto,Toronto C04,Englemount-Lawrence,1511,,43,343,650,Lawrence,650 Lawrence Ave W 343 Toronto,M6A 3E8,1,1,1 + 1,2,1,Open,Condo Apt Apartment,800-899,,TER,Sw,Y,1,Owned,"Bike Storage, Party/Meeting Room, Visitor Parking",617.11,2232.01,C8172586,3/25/2024,619900,619900,619900,,,,,37,Mpac - 833 Sf,,,5/1/2024,5/1/2024,,,RIGHT AT HOME REALTY,3/25/2024,,5/1/2024
Toronto,Toronto C04,Forest Hill North,0,Vincent Court,10,110,660,Eglinton,660 Eglinton Ave W 110 Toronto,M5N 1C3,2,,2,2,1,Open,Co-Ownership Apt Apartment,1000-1199,31-50,Sold,Nw,Y,1,Owned,"Bbqs Allowed, Bike Storage, Security System",994.52,1868.99,C7356418,12/14/2023,629900,619900,629900,619900,98,3/7/2024,3/26/2024,84,As Per Floorplan,,,,,211670083,,ROYAL LEPAGE TERREQUITY REALTY,12/14/2023,"ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",3/7/2024
Toronto,Toronto C04,Englemount-Lawrence,1511,The Shermount,43,343,650,Lawrence,650 Lawrence Ave W 343 Toronto,M6A 3E8,1,1,1 + 1,2,1,Open,Condo Apt Apartment,800-899,,TER,Sw,Y,1,Owned,"Bike Storage, Party/Meeting Room, Security Guard, Visitor Parking",551,2232.01,C7405836,1/17/2024,619900,619900,619900,,,,,55,Mpac,,,3/12/2024,3/12/2024,,,RIGHT AT HOME REALTY,1/17/2024,,3/12/2024
Toronto,Toronto C04,Englemount-Lawrence,2395,,12,712,35,Saranac,35 Saranac Blvd 712 Toronto,M6A 2G4,2,,2,2,2,Open,Condo Apt Apartment,800-899,2024-06-10 0:00,Sold,N,,0,Owned,"Bike Storage, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security System, Visitor Parking",542.47,2365.27,C7369974,12/28/2023,639000,630000,639000,630000,99,1/29/2024,4/18/2024,32,As Per Mpac,,,,,763950140,1.91E+14,CENTURY 21 HERITAGE GROUP LTD.,12/28/2023,"HOMELIFE NEW WORLD REALTY INC., BROKERAGE",1/30/2024
Toronto,Toronto C04,Lawrence Park South,1689,,31,302,455,Rosewell,455 Rosewell Ave 302 Toronto,M4R 2B6,1,1,1 + 1,2,1,,Condo Apt Apartment,700-799,,Sold,N,Y,1,Owned,"Concierge, Exercise Room, Games Room, Guest Suites, Party/Meeting Room",655.77,2491,C8069410,2/15/2024,638000,635000,638000,635000,100,3/13/2024,4/16/2024,27,As Per Buider,,,,,,,PROPERTY.CA INC.,2/15/2024,"POWER 7 REALTY, BROKERAGE",3/13/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,,15,1415,120,Varna,120 Varna Dr 1415 Toronto,M6A 0B3,2,,2,2,2,Open,Condo Apt Apartment,600-699,0-5,Sold,E,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Visitor Parking",550.38,2378.6,C8223490,4/11/2024,649000,638888,649000,638888,98,4/18/2024,6/25/2024,7,As Per Mpac,,,,,769370285,1.91E+14,SUPERSTARS REALTY LTD.,4/11/2024,"PROPERTY.CA INC., BROKERAGE",4/19/2024
Toronto,Toronto C04,Lawrence Park South,1689,Lawrence Park Condominiums,62,314,451,Rosewell,451 Rosewell Ave 314 Toronto,M4R 2H8,1,1,1 + 1,2,1,Open,Condo Apt Apartment,700-799,16-30,Sold,W,Y,1,Owned,"Concierge, Guest Suites, Gym, Party/Meeting Room, Security Guard, Visitor Parking",694.57,2638.4,C8093688,2/26/2024,649000,639900,649000,639900,99,3/1/2024,4/2/2024,4,Mpac,,,,,126890186,1.90E+14,FOREST HILL REAL ESTATE INC.,2/26/2024,"FOREST HILL REAL ESTATE INC., BROKERAGE",3/5/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,,16,1316,120,Varna,120 Varna Dr 1316 Toronto,M6A 0B3,2,,2,2,2,Encl,Comm Element Condo Apartment,600-699,0-5,Sold,Se,Y,1,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Visitor Parking",571.14,2520.9,C8217872,4/9/2024,649000,640000,649000,640000,99,4/22/2024,6/10/2024,13,658 Sq Ft As Per Builder,,,,,,,FOREST HILL REAL ESTATE INC.,4/9/2024,"RETREND REALTY LTD, BROKERAGE",4/23/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,,12,1312,120,Varna,120 Varna Dr 1312 Toronto,M6A 0B3,2,,2,2,2,Open,Condo Apt Apartment,600-699,0-5,Sold,E,Y,1,Owned,,550.38,0,C8007144,1/18/2024,679000,648000,679000,648000,95,2/21/2024,5/28/2024,34,Per Seller,,,,,,,EVERLAND REALTY INC.,1/18/2024,"RE/MAX WEST REALTY INC., BROKERAGE",2/22/2024
Toronto,Toronto C04,Lawrence Park South,1689,,207,207,485,Rosewell,485 Rosewell Ave 207 Toronto,M4R 2J2,1,,1,1,1,Encl,Condo Apt Apartment,600-699,,TER,W,Y,1,Owned,"Concierge, Games Room, Guest Suites, Gym, Media Room, Party/Meeting Room",608.35,2378.6,C8214654,4/8/2024,649000,649000,649000,,,,,13,Floorplan,,,4/21/2024,4/22/2024,126890067,1.90E+14,ROYAL LEPAGE/J & D DIVISION,4/8/2024,,4/22/2024
Toronto,Toronto C04,Bedford Park-Nortown,819,,3,503,271,Ridley,271 Ridley Blvd 503 Toronto,M5M 4N1,2,,2,2,2,,Condo Apt Apartment,1200-1399,,Sold,E,Y,1,Ensuite,"Gym, Outdoor Pool, Party/Meeting Room, Sauna, Security Guard, Visitor Parking",1260,2418.58,C7349804,12/11/2023,655000,650000,655000,650000,99,12/29/2023,2/15/2024,18,Mpac,,,,,118190048,1.91E+14,NORMAN HILL REALTY INC.,12/11/2023,"THE AGENCY, BROKERAGE",1/3/2024
Toronto,Toronto C04,Lawrence Park South,1689,Lawrence Park On Rosewell,21,308,481,Rosewell,481 Rosewell Ave 308 Toronto,M4R 2J1,1,1,1 + 1,2,1,Open,Condo Apt Apartment,700-799,16-30,Sold,Sw,Y,1,Owned,"Concierge, Guest Suites, Gym, Media Room, Party/Meeting Room, Visitor Parking",685.72,2658.44,C8132534,3/11/2024,669000,650000,669000,650000,97,3/14/2024,4/15/2024,3,728 Sq Ft As Per Mpac,,,,,126890145,,ROYAL LEPAGE TERREQUITY RINOMATO,3/11/2024,"CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",3/15/2024
Toronto,Toronto C04,Bedford Park-Nortown,1168,Crystal Towers,3,803,2,Covington,2 Covington Rd 803 Toronto,M6A 3E2,2,,2,2,2,Open,Condo Apt Multi-Level,1000-1199,16-30,Sold,E,,1,Owned,,1021.12,2944.8,C8018354,1/23/2024,659000,660000,659000,660000,100,1/30/2024,2/8/2024,7,1123 Sq.Ft. Floor Plan,,,,,121680064,1.91E+14,RE/MAX REALTRON REALTY INC.,1/23/2024,"SUTTON GROUP-ADMIRAL REALTY INC., BROKERAGE",1/31/2024
Toronto,Toronto C04,Lawrence Park South,1689,,2,102,485,Rosewell,485 Rosewell Ave 102 Toronto,M4R 2J2,1,1,1 + 1,2,1,,Condo Apt Apartment,700-799,,Sold,W,Y,1,Owned,"Bike Storage, Concierge, Exercise Room, Media Room, Party/Meeting Room, Recreation Room",731.48,2738.3,C8238188,4/16/2024,659000,665000,659000,665000,101,4/19/2024,7/11/2024,3,Floorplan,,,,,,,BOSLEY REAL ESTATE LTD.,4/16/2024,"SAGE REAL ESTATE LIMITED, BROKERAGE",4/22/2024
Toronto,Toronto C04,Lawrence Park North,1389,,8,Ph08,18,Wanless,18 Wanless Ave Ph08 Toronto,M4N 3R9,1,,1,1,1,Open,Condo Apt Apartment,700-799,,Sold,E,Y,1,Common,"Exercise Room, Media Room, Recreation Room",613.35,2711.7,C8191634,4/2/2024,679000,668000,679000,668000,98,5/2/2024,5/22/2024,30,As Per Seller,,,,,,1.90E+14,RE/MAX PREMIER INC.,4/2/2024,"RE/MAX HALLMARK REALTY LTD., BROKERAGE",5/3/2024
Toronto,Toronto C04,Englemount-Lawrence,2937,The Yorkdale Condos Ii,16,1316,120,Varna,120 Varna Dr 1316 Toronto,M6A 0B3,2,,2,2,2,Encl,Comm Element Condo Apartment,600-699,0-5,TER,Se,Y,1,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Visitor Parking",571.14,2520.9,C8162422,3/21/2024,669000,669000,669000,,,,,19,Apx 655Sqft+155Sqft Balcny As Per Seller,,,4/9/2024,4/9/2024,,,FOREST HILL REAL ESTATE INC.,3/21/2024,,4/9/2024
Toronto,Toronto C04,Englemount-Lawrence,1316,,6,1206,8,Covington,8 Covington Rd 1206 Toronto,M6A 3E5,2,,2,2,2,Open,Condo Apt Apartment,900-999,,Sold,N,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room",705.58,2465.21,C8089112,2/23/2024,699900,670000,679900,670000,99,4/5/2024,5/22/2024,42,914 As Per Mpac,,,,,,,FOREST HILL REAL ESTATE INC.,2/23/2024,"FOREST HILL REAL ESTATE INC., BROKERAGE",4/5/2024
Toronto,Toronto C04,Lawrence Park North,0,250 Lawrence,5,605,250,Lawrence,250 Lawrence Ave W 605 Toronto,M5M 1B1,1,,1,1,1,Open,Comm Element Condo Apartment,0-499,,EXP,N,,0,,,305,0,C7398154,1/14/2024,674900,674900,674900,,,,,81,Builder,,,,,103470171,,CENTURY 21 ATRIA REALTY INC.,1/10/2024,,4/1/2024
Toronto,Toronto C04,Englemount-Lawrence,1511,The Shermount,38,238,650,Lawrence,650 Lawrence Ave W 238 Toronto,M6A 3E8,2,1,2 + 1,3,2,Open,Condo Apt Apartment,900-999,16-30,EXP,Sw,,0,,"Concierge, Party/Meeting Room, Security System, Visitor Parking",683.18,2577.46,C7258994,10/30/2023,678910,678910,678910,,,,,62,990 Sqft Builder's Plan,,,,,125110000,1.91E+14,ROYAL LEPAGE SIGNATURE REALTY,10/30/2023,,1/1/2024
Toronto,Toronto C04,Lawrence Park South,2537,,8,1010,3018,Yonge,3018 Yonge St 1010 Toronto,M4N 0A5,1,,1,1,1,Open,Condo Apt Apartment,600-699,2024-06-10 0:00,Sold,E,Y,1,Owned,,562.56,3371.35,C8072766,2/16/2024,699000,690000,699000,690000,99,2/28/2024,3/19/2024,12,As Per Floor Plan.,,,,,,,CENTURY 21 LEADING EDGE REALTY INC.,2/16/2024,"PROPERTY.CA INC., BROKERAGE",2/28/2024
Toronto,Toronto C04,Bedford Park-Nortown,916,Ridley Ii,8,1616,268,Ridley,268 Ridley Blvd 1616 Toronto,M5M 4N3,2,1,2 + 1,3,2,Open,Condo Apt Apartment,1200-1399,31-50,Sold,Nw,Y,1,Owned,"Games Room, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",1227.69,3211.44,C8016534,1/23/2024,764900,696000,749700,696000,93,5/1/2024,5/30/2024,99,Floor Plans,,,,,119160130,1.91E+14,RIGHT AT HOME REALTY,1/23/2024,"RE/MAX HALLMARK REALTY LTD., BROKERAGE",5/2/2024
Toronto,Toronto C04,Lawrence Park North,1389,,8,Ph08,18,Wanless,18 Wanless Ave Ph08 Toronto,M4N 3R9,1,,1,1,1,Open,Condo Apt Apartment,700-799,,TER,E,Y,1,Owned,"Exercise Room, Media Room, Recreation Room",613.35,2711.7,C8115044,3/5/2024,699000,699000,699000,,,,,28,As Per Seller,,,4/2/2024,4/2/2024,,1.90E+14,RE/MAX PREMIER INC.,3/5/2024,,4/2/2024
Toronto,Toronto C04,Englemount-Lawrence,1316,,3,1403,8,Covington,8 Covington Rd 1403 Toronto,M6A 3E5,2,,2,2,2,Open,Condo Apt Apartment,900-999,,Sold,S,Y,1,,"Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",704.15,2439,C8289090,4/30/2024,699000,700000,699000,700000,100,5/10/2024,8/12/2024,10,912Sqft / Mpac,,,,,,,RE/MAX PRIME PROPERTIES - UNIQUE GROUP,4/30/2024,"HIVE REALTY CORP., BROKERAGE",5/10/2024
Toronto,Toronto C04,Englemount-Lawrence,1168,,8,308,2,Covington,2 Covington Rd 308 Toronto,M6A 3E2,2,,2,2,2,Open,Condo Apt Apartment,1200-1399,,Sold,E,Y,1,,"Concierge, Exercise Room, Games Room, Guest Suites, Outdoor Pool, Party/Meeting Room",1132.96,3046,C7300148,11/15/2023,799000,702000,799000,702000,88,1/10/2024,2/14/2024,57,Floor Plan,,,,,121680000,,SUTTON GROUP-ADMIRAL REALTY INC.,11/14/2023,"KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",1/30/2024
Toronto,Toronto C04,Englemount-Lawrence,1316,,6,1206,8,Covington,8 Covington Rd 1206 Toronto,M6A 3E5,2,,2,2,2,Open,Condo Apt Apartment,900-999,,TER,N,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room",705.58,2465.21,C8029272,1/29/2024,729900,709900,709900,,,,,25,914 As Per Mpac,,,2/23/2024,2/23/2024,,,FOREST HILL REAL ESTATE INC.,1/29/2024,,2/23/2024
Toronto,Toronto C04,Englemount-Lawrence,544,,1,1501,3000,Bathurst,3000 Bathurst St 1501 Toronto,M6B 3B4,2,,2,2,2,,Condo Apt Apartment,1000-1199,,Sold,W,Y,1,Owned,"Bike Storage, Exercise Room, Gym, Sauna, Visitor Parking",1056.46,2505.19,C8114796,3/5/2024,850000,710000,795000,710000,89,4/11/2024,5/9/2024,37,Condo Corp,,,,,115440155,1.91E+14,ALLAN M SPIVAK,3/5/2024,"HOUSESIGMA INC., BROKERAGE",4/11/2024
Toronto,Toronto C04,Englemount-Lawrence,2993,,1,5,16,Marquette,16 Marquette Ave 5 Toronto,M6A 0E1,2,,2,2,2,Open,Condo Townhouse Stacked Townhse,1000-1199,New,Sold,Sw,Y,1,,,316.04,2902.29,C7358964,12/15/2023,699990,725000,699990,725000,104,1/5/2024,2/8/2024,21,1031 Sf,,,,,769930019,,CENTURY 21 MILLENNIUM INC.,12/15/2023,"EXP REALTY, BROKERAGE",1/5/2024
Toronto,Toronto C04,Bedford Park-Nortown,503,,22,622,40,Sylvan Valley,40 Sylvan Valley Way 622 Toronto,M5M 4M3,1,,1,1,1,Open,Condo Apt 2-Storey,700-799,,TER,Sw,Y,1,Exclusive,"Gym, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",1186.17,2525.18,C8215400,4/9/2024,799000,745000,745000,,,,,36,744 Sq Ft + Balcony,,,5/15/2024,5/15/2024,115030144,1.91E+14,SLAVENS & ASSOCIATES REAL ESTATE INC.,4/9/2024,,5/15/2024
Toronto,Toronto C04,Englemount-Lawrence,1316,Encore At Crystal Towers,3,1403,8,Covington,8 Covington Rd 1403 Toronto,M6A 3E5,2,,2,2,2,Open,Condo Apt Apartment,900-999,,TER,S,Y,1,,"Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",704.15,2439,C8183940,3/30/2024,749000,749000,749000,,,,,33,912Sqft / Mpac,,,4/30/2024,4/30/2024,,,RE/MAX PRIME PROPERTIES - UNIQUE GROUP,3/28/2024,,4/30/2024
Toronto,Toronto C04,Lawrence Park South,3024,,12,712,250,Lawrence,250 Lawrence Ave 712 Toronto,M5M 1B1,1,1,1 + 1,2,1,Open,Condo Apt Apartment,500-599,New,TER,S,Y,1,Owned,"Bbqs Allowed, Concierge, Exercise Room, Gym",391.31,0,C8161874,3/21/2024,749999,749999,749999,,,,,41,Builder,,,4/29/2024,4/29/2024,,,RE/MAX ULTIMATE REALTY INC.,3/19/2024,,4/29/2024
Toronto,Toronto C04,Bedford Park-Nortown,1105,,7,1609,265,Ridley,265 Ridley Blvd 1609 Toronto,M5M 2N8,2,,2,2,2,Open,Condo Apt Apartment,1200-1399,,Sold,Nw,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Outdoor Pool, Party/Meeting Room, Visitor Parking",1053.84,3158.13,C8176464,3/27/2024,770000,755000,770000,755000,98,4/16/2024,8/1/2024,20,Mpac,,,,,,1.91E+14,HARVEY KALLES REAL ESTATE LTD.,3/27/2024,"SLAVENS & ASSOCIATES REAL ESTATE INC., BROKERAGE",4/16/2024
Toronto,Toronto C04,Bedford Park-Nortown,503,Bedford Glen,24,524,40,Sylvan Valley,40 Sylvan Valley Way 524 Toronto,M5M 4M3,2,,2,2,2,Open,Condo Apt Apartment,900-999,,Sold,W,Y,1,Exclusive,,1414.42,2884.9,C8035540,2/1/2024,769000,758000,769000,758000,99,3/20/2024,4/23/2024,49,Floor Plan Houssmax,,,,,115030165,1.91E+14,RE/MAX ULTIMATE REALTY INC.,1/31/2024,"ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",3/26/2024
Toronto,Toronto C04,Englemount-Lawrence,2993,Marquette Urban Towns,18,6,8,Marquette,8 Marquette Ave 6 Toronto,M6A 0E1,1,,1,1,2,Terr,Condo Townhouse Stacked Townhse,1200-1399,New,TER,S,,0,Owned,Visitor Parking,388.56,0,C7350646,12/11/2023,759000,759000,759000,,,,,92,1234 - Builder,,,3/12/2024,3/12/2024,,,GILBERT REALTY INC.,12/11/2023,,3/12/2024
Toronto,Toronto C04,Bedford Park-Nortown,503,,18,518,40,Sylvan Valleyway,40 Sylvan Valleyway 518 Toronto,M5M 4M3,2,,2,2,2,Open,Condo Apt Apartment,900-999,,Sold,W,Y,1,Exclusive,"Gym, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",1406.56,2884.9,C8180536,3/28/2024,799000,775000,799000,775000,97,4/1/2024,5/28/2024,4,Floorplan,,,,,115030104,1.91E+14,ENGEL & VOLKERS TORONTO UPTOWN,3/28/2024,"KROLL REAL ESTATE LTD., BROKERAGE",4/12/2024
Toronto,Toronto C04,Lawrence Park South,2333,,1,C,1248,Avenue,1248 Avenue Rd C Toronto,M5N 2G7,2,,2,2,1,Terr,Condo Apt Apartment,1000-1199,,TER,Ew,,0,Owned,,737.03,3200,C8258010,4/22/2024,776000,776000,776000,,,,,22,As Per Floor Plan,,,5/14/2024,5/14/2024,,,SOTHEBY`S INTERNATIONAL REALTY CANADA,4/22/2024,,5/14/2024
Toronto,Toronto C04,Englemount-Lawrence,1316,Encore At Crystal Towers,10,1010,8,Covington,8 Covington Rd 1010 Toronto,M6A 3E5,2,,2,2,2,Open,Condo Apt Apartment,1000-1199,,Sold,Se,Y,1,,"Concierge, Exercise Room, Guest Suites, Outdoor Pool, Party/Meeting Room, Sauna",878.74,2831.06,C8103278,2/29/2024,799000,780000,799000,780000,98,3/26/2024,6/7/2024,27,Owner,,,,,,,CHESTNUT PARK REAL ESTATE LIMITED,2/28/2024,"CENTURY 21 FINE LIVING REALTY INC., BROKERAGE",3/27/2024
Toronto,Toronto C04,Bedford Park-Nortown,503,Bedford Glen,24,524,40,Sylvan Valley,40 Sylvan Valley Way 524 Toronto,M5M 4M3,2,,2,2,2,Open,Condo Apt Apartment,900-999,,TER,W,Y,1,Exclusive,,1414.42,2884.96,C7295598,11/13/2023,789000,789000,789000,,,,,79,Houssmax Floor Plan,,,1/31/2024,1/31/2024,115030110,1.91E+14,RE/MAX ULTIMATE REALTY INC.,11/13/2023,,1/31/2024
Toronto,Toronto C04,Englemount-Lawrence,544,,9,109,3000,Bathurst,3000 Bathurst St 109 Toronto,M6B 3B4,2,,2,2,2,,Condo Apt Apartment,1200-1399,,Sold,S,Y,1,Exclusive,"Concierge, Exercise Room, Visitor Parking",1154.39,2811.67,C7361426,12/18/2023,799900,790000,799900,790000,99,1/23/2024,3/11/2024,36,As Per Seller,,,,,115440336,1.91E+14,RE/MAX REALTRON REALTY INC.,12/18/2023,"HARVEY KALLES REAL ESTATE LTD., BROKERAGE",1/25/2024
Toronto,Toronto C04,Englemount-Lawrence,2993,,18,6,8,Marquette,8 Marquette Ave 6 Toronto,M6A 0E1,1,,1,1,2,Terr,Condo Townhouse Stacked Townhse,1200-1399,New,Sold,S,,0,Owned,Visitor Parking,420.14,0,C8138806,3/13/2024,759000,795000,759000,795000,105,5/2/2024,8/2/2024,50,Builder,,,,,,,GILBERT REALTY INC.,3/13/2024,"RE/MAX REALTY SERVICES INC., BROKERAGE",5/3/2024
Toronto,Toronto C04,Forest Hill North,1757,,2,302,22,Shallmar,22 Shallmar Blvd 302 Toronto,M5N 2Z8,2,,2,2,2,Open,Condo Apt Apartment,1000-1199,,Sold,N,Y,1,Owned,"Bbqs Allowed, Indoor Pool, Sauna, Visitor Parking",982.59,2382.08,C8169752,3/25/2024,799999,800000,799999,800000,100,4/2/2024,5/27/2024,8,Floor Plans,,,,,,,RE/MAX HALLMARK REALTY LTD.,3/25/2024,"ROYAL LEPAGE TERREQUITY BRIT MCDONALD REALTY, BROKERAGE",4/3/2024
Toronto,Toronto C04,Lawrence Park South,2333,,1,C,1248,Avenue,1248 Avenue Rd C Toronto,M5N 2G7,2,,2,2,1,Terr,Condo Townhouse Stacked Townhse,1000-1199,,EXP,W,,0,Owned,,737.03,3200,C7330322,11/29/2023,829000,829000,829000,,,,,78,Floor Plan,,,,,763330010,1.90E+14,SOTHEBY`S INTERNATIONAL REALTY CANADA,11/29/2023,,2/16/2024
Toronto,Toronto C04,Bedford Park-Nortown,1105,The Residences Of Ridley Blvd,7,1609,265,Ridley,265 Ridley Blvd 1609 Toronto,M5M 2N8,2,,2,2,2,Open,Condo Apt Apartment,1200-1399,,EXP,Nw,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Outdoor Pool, Party/Meeting Room, Visitor Parking",1053.84,3158.1,C7276086,11/6/2023,830000,830000,830000,,,,,92,Floor Plan,,,,,,1.91E+14,ROYAL LEPAGE SIGNATURE REALTY,11/3/2023,,2/4/2024
